Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
Little Battlers eXperience W,PSV,2012,Role-Playing,Level 5,0,0,0.04,0,0.04,68,26,7,162
Strike Force Bowling,X,2004,Sports,Crave Entertainment,0.03,0.01,0,0,0.04,54,10,7,162
Coraline,DS,2009,Action,D3Publisher,0.04,0,0,0,0.04,68,26,7,162
Chessmaster,GBA,2002,Misc,Ubisoft,0.03,0.01,0,0,0.04,76,5,7,162
Blood Will Tell: Tezuka Osamus Dororo,PS2,2004,Adventure,Sega,0.02,0.02,0,0.01,0.04,68,26,7,162
3DS Classic Collection,3DS,2016,Misc,Sega,0.04,0,0,0,0.04,68,26,7,162
Praetorians,PC,2003,Strategy,Eidos Interactive,0,0.04,0,0,0.04,78,23,8.2,38
Red Ninja: End of Honor,PS2,2005,Action,Vivendi Games,0.02,0.02,0,0.01,0.04,47,17,5,7
The Wolf Among Us,PSV,2014,Adventure,Telltale Games,0.03,0,0,0.01,0.04,68,26,8.4,30
Kanuchi: Shiroki Tsubasa no Shou,PS2,2008,Adventure,Idea Factory,0,0,0.04,0,0.04,68,26,7,162
SX Superstar,X,2003,Racing,Acclaim Entertainment,0.03,0.01,0,0,0.04,53,17,7,162
Katekyoo Hitman Reborn! Battle Arena,PSP,2008,Fighting,Marvelous Interactive,0,0,0.04,0,0.04,68,26,7,162
Saint Seiya: The Hades,PS2,2006,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Naruto Shippuuden: Shinobi Retsuden III,DS,2009,Action,Takara Tomy,0,0,0.04,0,0.04,68,26,7,162
Saki Portable,PSP,2010,Adventure,Alchemist,0,0,0.04,0,0.04,68,26,7,162
Outlaw Tennis,X,2005,Sports,Global Star,0.03,0.01,0,0,0.04,66,45,7.7,6
SPRay,Wii,2008,Action,Tecmo Koei,0.04,0,0,0,0.04,42,16,4.5,6
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,2014,Action,FuRyu,0,0,0.04,0,0.04,68,26,7,162
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,2013,Simulation,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,Aksys Games,0.01,0,0.03,0,0.04,69,13,8,21
Nike+ Kinect Training,X360,2012,Sports,Microsoft Game Studios,0.02,0.01,0,0,0.04,68,26,7,162
The History Channel: Great Battles - Medieval,PS3,2010,Strategy,Slitherine Software,0,0.03,0,0.01,0.04,68,26,7,162
No Rules: Get Phat,GBA,2001,Action,TDK Mediactive,0.03,0.01,0,0,0.04,68,26,7,162
Battle Rage,Wii,2008,Shooter,Popcorn Arcade,0.04,0,0,0,0.04,68,26,7,162
Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.04,0,0,0,0.04,38,8,1.7,10
Zombi Daisuki,DS,2011,Action,ChunSoft,0,0,0.04,0,0.04,68,26,7,162
Igor: The Game,DS,2008,Adventure,Legacy Interactive,0.04,0,0,0,0.04,43,4,7,162
SpongeBob: HeroPants,3DS,2015,Platform,Activision,0.04,0,0,0,0.04,68,26,7,162
Loading Human,PS4,2016,Adventure,FuRyu Corporation,0.02,0.02,0,0.01,0.04,68,26,7,162
Legend of Kay Anniversary,PS4,2015,Action,Nordic Games,0,0.04,0,0.01,0.04,62,22,6.4,11
Get Up and Dance,PS3,2011,Misc,O-Games,0.03,0,0,0,0.04,68,26,7,162
Sea Monsters: A Prehistoric Adventure,Wii,2007,Adventure,Zushi Games,0.04,0,0,0,0.04,68,26,7,162
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",DS,2006,Adventure,Marvelous Interactive,0,0,0.04,0,0.04,68,26,7,162
Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,0,0.04,0,0,0.04,66,26,7.3,39
The Monkey King: The Legend Begins,Wii,2007,Shooter,Starfish,0.04,0,0,0,0.04,68,26,7,162
The Invincible Iron Man,GBA,2002,Action,Activision,0.03,0.01,0,0,0.04,68,9,7,162
Casual Mania!,DS,2010,Puzzle,Foreign Media Games,0.04,0,0,0,0.04,68,26,7,162
Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0,0,0.04,74,7,8.3,13
NASCAR 07,X,2006,Racing,Electronic Arts,0.03,0.01,0,0,0.04,72,26,7,4
Maken Shao: Demon Sword,PS2,2001,Action,Midas Interactive Entertainment,0,0,0.04,0,0.04,68,26,7,162
Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017,Role-Playing,Sega,0,0,0.04,0,0.04,68,26,7,162
Scaler,X,2004,Platform,Global Star,0.03,0.01,0,0,0.04,69,25,7,162
Super Robot Taisen OG Infinite Battle,PS3,2013,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Monster High: New Ghoul in School,PS3,2015,Action,Little Orbit,0,0.04,0,0.01,0.04,68,26,7,162
Lets Sing 2016,PS4,2015,Action,FuRyu Corporation,0.03,0,0,0.01,0.04,68,26,7,162
Nobunagas Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016,Misc,Tecmo Koei,0,0,0.04,0,0.04,68,26,7,162
BeatMania IIDX 16: Empress + Premium Best,PS2,2009,Simulation,Konami Digital Entertainment,0,0,0.04,0,0.04,68,26,7,162
Resident Evil 6,PC,2012,Shooter,Capcom,0,0.04,0,0,0.04,69,18,5.9,877
Thrillville: Off the Rails,DS,2007,Strategy,LucasArts,0.03,0.01,0,0,0.04,59,6,6.2,5
FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,Electronic Arts,0,0,0.04,0,0.04,68,26,7,162
Emergency Room: Real Life Rescues,DS,2009,Simulation,505 Games,0.04,0,0,0,0.04,68,26,7,162
High Heat Baseball 2002,PS,2001,Sports,3DO,0.02,0.02,0,0,0.04,68,26,7,162
Arcana Heart 3,PSV,2014,Fighting,Arc System Works,0.02,0,0.02,0.01,0.04,68,26,7,162
Puyo Pop Fever,PSP,2004,Puzzle,Ignition Entertainment,0,0,0.04,0,0.04,68,9,7,162
Hana to Ikimo no Rittai Zukan,3DS,2011,Misc,Nintendo,0,0,0.04,0,0.04,68,26,7,162
Bloody Roar Extreme,X,2003,Fighting,Hudson Soft,0.03,0.01,0,0,0.04,61,22,8.6,9
The Voice,PS3,2014,Action,Activision,0.03,0,0,0.01,0.04,68,26,7,162
Split/Second,PC,2010,Racing,Disney Interactive Studios,0,0.04,0,0.01,0.04,79,18,8.2,116
Tennis Masters Series 2003,X,2002,Sports,Microids,0.03,0.01,0,0,0.04,67,10,7,162
Amagami,PSV,2014,Adventure,Kadokawa Games,0,0,0.04,0,0.04,68,26,7,162
Dead Head Fred,PSP,2007,Action,D3Publisher,0.04,0,0,0,0.04,75,30,7.3,23
MLB SlugFest 20-04,GC,2003,Sports,Midway Games,0.03,0.01,0,0,0.04,76,14,7,162
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,2005,Misc,Sega,0,0,0.04,0,0.04,68,26,7,162
Pocket Pool,PSP,2007,Action,Conspiracy Entertainment,0.04,0,0,0,0.04,37,19,7,162
Lise no Atelier: Ordre no Renkinjutsushi,DS,2007,Role-Playing,Gust,0,0,0.04,0,0.04,68,26,7,162
Myth Makers: Trixie in Toyland,Wii,2008,Platform,Popcorn Arcade,0.04,0,0,0,0.04,68,26,0.2,5
Torino 2006,X,2006,Sports,Take-Two Interactive,0.03,0.01,0,0,0.04,68,26,7,162
Amnesia,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,68,26,7,162
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006,Misc,Nintendo,0,0,0.04,0,0.04,68,26,7,162
Ride to Hell,PS3,2013,Racing,Deep Silver,0.02,0.01,0,0.01,0.04,13,4,1,219
Macross ? Scramble,PSV,2016,Action,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0,0.04,0,0.01,0.04,70,18,6,165
Great Battle Full Blast,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Metal Slug 4 & 5,X,2005,Shooter,SNK Playmore,0.03,0.01,0,0,0.04,68,26,7,162
NCIS,PC,2011,Adventure,Ubisoft,0.01,0.02,0,0.01,0.04,68,26,7,162
Mark McMorris Infinite Air,XOne,2016,Sports,FuRyu Corporation,0.04,0,0,0,0.04,68,26,8.1,30
Digimon Rumble Arena 2,GC,2004,Fighting,Atari,0.03,0.01,0,0,0.04,71,5,8.1,7
Doki Doki! PreCure Narikiri Life!,3DS,2013,Action,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0,0,0,0.04,46,4,5.8,10
Major League Baseball 2K12,PC,2012,Sports,Take-Two Interactive,0.04,0,0,0,0.04,68,26,5.7,15
Watashi no Relaxuma,DS,2007,Simulation,Rocket Company,0,0,0.04,0,0.04,68,26,7,162
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015,Role-Playing,Idea Factory,0.01,0.01,0.01,0.01,0.04,68,26,7,162
Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0,0.04,0,0.01,0.04,64,4,6.8,12
Phantom Kingdom Portable,PSP,2011,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04,68,26,7,162
My Hero Academia: Battle for All,3DS,2016,Action,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Pac-Man World Rally,PSP,2006,Racing,Namco Bandai Games,0.04,0,0,0,0.04,51,9,7,162
Challenge Me: Maths Workout,DS,2009,Puzzle,Oxygen Interactive,0.04,0,0,0,0.04,68,26,7,162
Way of the Samurai 2 Portable,PSP,2009,Action,Spike,0,0,0.04,0,0.04,68,26,7,162
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008,Misc,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,0.04,0,0,0,0.04,42,14,7.1,13
The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04,92,6,8.2,77
Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,Avanquest,0.04,0,0,0,0.04,56,4,7,162
Little Busters! Converted Edition,PSP,2010,Adventure,Prototype,0,0,0.04,0,0.04,68,26,7,162
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,2014,Adventure,Happinet,0,0,0.04,0,0.04,68,26,7,162
Unison: Rebels of Rhythm & Dance,PS2,2000,Misc,Tecmo Koei,0.02,0.02,0,0.01,0.04,68,26,7,162
Fashion Week Jr. Designer,DS,2009,Simulation,505 Games,0.04,0,0,0,0.04,68,26,7,162
WTF: Work Time Fun,PSP,2005,Puzzle,Sony Computer Entertainment,0.04,0,0,0,0.04,63,23,7.5,8
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04,68,26,7,162
LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.02,0.02,0,0,0.04,78,14,7.7,35
Corpse Party: Blood Covered - Repeated Fear,3DS,2015,Adventure,5p,0,0,0.04,0,0.04,68,26,7,162
B.L.U.E.: Legend of Water,PS,1998,Adventure,Hudson Soft,0,0,0.04,0,0.04,68,26,7,162
Dark Half,SNES,1996,Role-Playing,Enix Corporation,0,0,0.04,0,0.04,68,26,7,162
Horses 3D,3DS,2012,Misc,Ubisoft,0.04,0,0,0,0.04,68,26,6.3,4
Sengoku Basara: Sanada Yukimura-Den,PS4,2016,Action,Capcom,0,0,0.04,0,0.04,68,26,7,162
National Geographic Challenge!,PS3,2011,Misc,Black Bean Games,0.01,0.03,0,0.01,0.04,68,26,7,162
The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04,76,23,7.7,40
Zoo Quest: Puzzle Fun!,DS,2008,Puzzle,JoWood Productions,0.04,0,0,0,0.04,68,26,7,162
Deadliest Warrior: Ancient Combat,X360,2012,Fighting,Cloud Imperium Games Corporation,0.04,0,0,0,0.04,37,5,6.3,4
Riding Stables: The Whitakers present Milton and Friends,3DS,2011,Sports,DTP Entertainment,0,0.04,0,0,0.04,68,26,7,162
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,2008,Simulation,Konami Digital Entertainment,0,0,0.04,0,0.04,68,26,7,162
Shukufuku no Campanella Portable,PSP,2010,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04,68,26,7,162
The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.04,0,0,0,0.04,70,10,8.6,7
Atari Flashback Classics: Volume 2,XOne,2016,Misc,Atari,0.04,0,0,0,0.04,68,26,7,162
Duke Nukem Trilogy: Critical Mass,DS,2011,Shooter,Deep Silver,0.04,0,0,0,0.04,68,26,7,162
Resident Evil: Revelations,PC,2013,Action,Capcom,0,0.04,0,0,0.04,77,12,7,348
Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0,0.03,0,0.01,0.04,75,20,7.7,42
Worms: WMD,PS4,2016,Action,Sold Out,0.01,0.02,0,0.01,0.04,78,23,7.6,19
Yourself Fitness,PS2,2005,Sports,responDESIGN,0.02,0.02,0,0.01,0.04,68,26,7,162
Chaos;Head - Love Chu*Chu!,PSP,2011,Adventure,5p,0,0,0.04,0,0.04,68,26,7,162
Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0,0.03,0,0.01,0.04,70,42,7.2,204
Dungeon Raiders,DS,2009,Role-Playing,Focus Home Interactive,0.04,0,0,0,0.04,68,26,7,162
Prison Architect,PS4,2016,Action,Introversion Software,0.02,0.01,0,0.01,0.04,80,18,8,19
Star Trek: Shattered Universe,X,2004,Simulation,Global Star,0.03,0.01,0,0,0.04,41,21,4,10
12Riven: The Psi-Climinal of Integral,PS2,2008,Adventure,CyberFront,0,0,0.04,0,0.04,68,26,7,162
Battle Spirits: Digital Starter,DS,2010,Role-Playing,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Mighty No. 9,WiiU,2016,Platform,Deep Silver,0.03,0.01,0,0,0.04,48,9,4.6,81
Farm Frenzy 3,PC,2009,Strategy,Alawar Entertainment,0,0.03,0,0.01,0.04,68,26,7,162
Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,0.03,0,0,0,0.04,75,15,8.4,19
Devil May Cry 4,PC,2008,Action,Capcom,0.01,0.02,0,0.01,0.04,78,21,8.5,355
Lionel Trains: On Track,DS,2006,Action,DSI Games,0.04,0,0,0,0.04,47,4,7,162
WarJetz,PS2,2001,Shooter,3DO,0.02,0.02,0,0.01,0.04,59,9,5.5,4
Breeding Stud 2,PS,1998,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04,68,26,7,162
Banushi Life Game: Winners Circle,DS,2007,Sports,Genki,0,0,0.04,0,0.04,68,26,7,162
Catwoman,GBA,2004,Action,Electronic Arts,0.03,0.01,0,0,0.04,61,7,7,162
Gakuen Hetalia Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,68,26,7,162
Gray Matter,X360,2011,Adventure,DTP Entertainment,0,0.04,0,0,0.04,68,26,7,162
Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,2009,Puzzle,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Capcom Fighting Evolution,X,2005,Fighting,Capcom,0.03,0.01,0,0,0.04,61,20,7,162
World Poker Tour,PSP,2006,Misc,Take-Two Interactive,0.04,0,0,0,0.04,68,14,7,162
Barnyard,Wii,2006,Action,THQ,0.04,0,0,0,0.04,65,15,5.7,7
Paws & Claws: Regal Resort,DS,2010,Simulation,THQ,0.04,0,0,0,0.04,68,26,7,162
Mazes of Fate DS,DS,2008,Role-Playing,Graffiti,0.04,0,0,0,0.04,68,26,7,162
Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0,0.03,0,0.01,0.04,77,41,8,353
Novastorm,PS,1995,Shooter,Psygnosis,0.02,0.02,0,0,0.04,68,26,7,162
Shiren the Wanderer 4 - Gods Eye and the Demons Navel,PSP,2012,Role-Playing,Spike,0,0,0.04,0,0.04,68,26,7,162
Test Drive: Ferrari Legends,PS3,2012,Racing,Unknown,0.04,0,0,0.01,0.04,62,19,4.8,23
PopCap Arcade Vol 1,X360,2007,Puzzle,PopCap Games,0.04,0,0,0,0.04,68,26,7,162
Dead Ball Zone,PS,1998,Sports,GT Interactive,0.02,0.02,0,0,0.04,68,26,7,162
NBA in the Zone 2000,N64,2000,Sports,Konami Digital Entertainment,0.04,0,0,0,0.04,68,26,7,162
Winning Post World 2010,PS3,2010,Sports,Tecmo Koei,0,0,0.04,0,0.04,68,26,7,162
NBA In The Zone 99,N64,1998,Sports,Konami Digital Entertainment,0.04,0,0,0,0.04,68,26,7,162
Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,Konami Digital Entertainment,0.02,0,0.02,0,0.04,78,22,7.2,21
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,2010,Action,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Beyblade Burst,3DS,2016,Role-Playing,FuRyu,0,0,0.04,0,0.04,68,26,7,162
Yuki Yuna is a Hero: Memory of the Forest,PSV,2015,Action,FuRyu,0,0,0.04,0,0.04,68,26,7,162
World Series Baseball,SAT,1994,Sports,Sega,0,0,0.04,0,0.04,68,26,7,162
Haunted Casino,SAT,1996,Adventure,Societa,0,0,0.04,0,0.04,68,26,7,162
Atelier Firis: The Alchemist of the Mysterious Journey,PS4,2016,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04,68,26,7,162
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,2012,Action,Konami Digital Entertainment,0,0,0.04,0,0.04,68,26,7,162
Aeon Flux,PS2,2005,Action,THQ,0.02,0.02,0,0.01,0.04,66,19,5.8,9
Gormiti: The Lords of Nature!,Wii,2010,Adventure,Konami Digital Entertainment,0.03,0,0,0,0.04,68,26,7,162
GRID,PC,2008,Racing,Codemasters,0,0.03,0,0.01,0.04,87,25,7.8,465
MLB 2K12 / NBA 2K12 Combo Pack,X360,2012,Sports,Take-Two Interactive,0.04,0,0,0,0.04,68,26,7,162
S.Y.K Renshouden Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,68,26,7,162
Chicken Blaster,DS,2009,Shooter,Zushi Games,0.04,0,0,0,0.04,68,26,7,162
Metal Max Returns,SNES,1995,Role-Playing,Data East,0,0,0.04,0,0.04,68,26,7,162
Shattered Union,X,2005,Strategy,Take-Two Interactive,0.03,0.01,0,0,0.04,66,17,6.9,7
Arctic Tale,Wii,2007,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.04,68,26,7,162
Virtua Tennis 4,PC,2011,Sports,Sega,0,0.03,0,0.01,0.04,66,5,7.3,43
BlazBlue: Chrono Phantasma Extend,PS3,2015,Action,PQube,0,0,0.04,0,0.04,68,26,8.3,10
Black & White,PC,2001,Strategy,Electronic Arts,0,0.04,0,0,0.04,68,26,7,162
Terraria,XOne,2014,Action,505 Games,0,0.04,0,0,0.04,84,5,7.7,30
Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,0.01,0.03,0,0.01,0.04,87,36,8.6,236
Hanaoni: Yume no Tsudzuki,PSP,2012,Action,Idea Factory,0,0,0.04,0,0.04,68,26,7,162
Mat Hoffmans Pro BMX 2,GC,2002,Sports,Activision,0.03,0.01,0,0,0.04,70,12,7,162
Unchained Blades ,3DS,2011,Role-Playing,FuRyu,0,0,0.04,0,0.04,65,8,7.8,16
Deadliest Warrior: Ancient Combat,PS3,2012,Fighting,Cloud Imperium Games Corporation,0.04,0,0,0,0.04,68,26,7,162
Aegis of Earth: Protonovus Assault,PSV,2016,Action,PQube,0.01,0.02,0,0.01,0.04,68,26,8.3,8
Gal*Gun,X360,2011,Shooter,Alchemist,0,0,0.04,0,0.04,68,26,7,162
NHL Hitz Pro,GC,2003,Sports,Midway Games,0.03,0.01,0,0,0.04,81,15,7.8,5
Ookami Kakushi,PSP,2009,Action,Konami Digital Entertainment,0,0,0.04,0,0.04,68,26,7,162
North American Hunting Extravaganza 2,Wii,2010,Sports,Unknown,0.03,0,0,0,0.04,68,26,7,162
PD Ultraman Battle Collection 64,N64,1999,Strategy,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Deadly Arts,N64,1998,Fighting,Konami Digital Entertainment,0.03,0.01,0,0,0.04,68,26,7,162
Rally Challenge 2000,N64,1999,Racing,Imagineer,0.03,0.01,0,0,0.04,68,26,7,162
Zen-Nippon GT Senshuken,SNES,1995,Racing,Banpresto,0,0,0.04,0,0.04,68,26,7,162
Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,2000,Platform,Infogrames,0.03,0.01,0,0,0.04,68,26,7,162
Monaco Grand Prix,N64,1999,Racing,Ubisoft,0.03,0.01,0,0,0.04,68,26,7,162
Worms Armageddon,N64,1999,Strategy,Infogrames,0.03,0.01,0,0,0.04,68,26,7,162
Superman: Countdown to Apokolips,GBA,2003,Platform,Atari,0.03,0.01,0,0,0.04,47,5,5.7,6
Sengoku Musou 3 Z Special,PSP,2012,Action,Ackkstudios,0,0,0.04,0,0.04,68,26,7,162
Kikou Heidan J-Phoenix 2,PS2,2003,Action,Takara,0,0,0.04,0,0.04,68,26,7,162
Duke Nukem 3D: 20th Anniversary World Tour,XOne,2016,Shooter,Gearbox Software,0.04,0,0,0,0.04,70,4,7,162
Dragons Lair 3D: Return to the Lair,GC,2002,Platform,THQ,0.03,0.01,0,0,0.04,68,26,7,162
Ben 10 Galactic Racing,PSV,2012,Racing,D3Publisher,0.02,0.01,0,0.01,0.04,68,26,3.8,8
Harukanaru Toki no Naka de 5,PSP,2011,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04,68,26,7,162
Worms 4: Mayhem,X,2005,Strategy,Codemasters,0.03,0.01,0,0,0.04,69,27,9.2,6
Rise of Nations,PC,2003,Strategy,Microsoft Game Studios,0.01,0.02,0,0.01,0.04,89,30,9,277
Winning Post 7 2012,PSP,2012,Sports,Ackkstudios,0,0,0.04,0,0.04,68,26,7,162
Men of War: Vietnam,PC,2011,Strategy,Unknown,0,0.03,0,0.01,0.04,68,19,5,36
Point Blank 2,PS,1998,Shooter,Namco Bandai Games,0.02,0.02,0,0,0.04,68,26,7,162
Who Wants to Be a Millionaire: 3rd Edition,DS,2010,Misc,Ubisoft,0.04,0,0,0,0.04,68,26,7,162
Saru! Get You! Pipo Saru Senki,PSP,2009,Role-Playing,Sony Computer Entertainment,0,0,0.04,0,0.04,68,26,7,162
Imperial Glory,PC,2005,Strategy,Eidos Interactive,0,0.04,0,0,0.04,69,28,8.4,73
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,2013,Sports,Sega,0,0,0.04,0,0.04,68,26,7,162
Ape Escape,PS3,2010,Platform,Sony Computer Entertainment,0,0.03,0,0.01,0.04,68,26,7,162
Prototype: Biohazard Bundle,PS4,2016,Action,Activision,0.03,0,0,0.01,0.04,48,4,2,53
Imabikisou,PS3,2007,Adventure,Sega,0,0,0.04,0,0.04,68,26,7,162
Hakuouki: Reimeiroku Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,68,26,7,162
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,2008,Shooter,Sega,0,0,0.04,0,0.04,68,26,7,162
Antz Extreme Racing,PS2,2002,Racing,Empire Interactive,0.02,0.02,0,0.01,0.04,31,5,5,8
Motto TOEIC Test DS Training,DS,2008,Misc,IE Institute,0,0,0.04,0,0.04,68,26,7,162
Atelier Iris 3: Grand Phantasm (JP Sales),PS2,2006,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04,68,26,7,162
Super Robot Gakuen,DS,2009,Adventure,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PSV,2015,Role-Playing,Experience Inc.,0,0,0.04,0,0.04,68,26,7,162
Mike Tyson Boxing,GBA,2002,Sports,Ubisoft,0.03,0.01,0,0,0.04,44,8,7,162
Jojos Fashion Show: Design in a Dash!,DS,2009,Simulation,Ubisoft,0.04,0,0,0,0.04,68,26,7,162
The Legend of Heroes: Trails in the Sky First Chapter,PS3,2012,Role-Playing,Falcom Corporation,0,0,0.04,0,0.04,68,26,7,162
System 3 presents Ferrari Challenge Trofeo Pirelli,DS,2008,Racing,System 3 Arcade Software,0.03,0.01,0,0,0.04,68,26,7,162
Go Diego Go!: Safari Rescue,PS2,2008,Action,Take-Two Interactive,0.02,0.02,0,0.01,0.04,68,26,7,162
Samurai Warriors 2: Empires,X360,2007,Action,Tecmo Koei,0.03,0,0.01,0,0.04,53,29,8.6,14
Metal Slug XX,PSP,2009,Shooter,DHM Interactive,0.03,0,0,0,0.04,67,22,6.1,9
Patrician IV,PC,2010,Strategy,Kalypso Media,0.03,0,0,0,0.04,66,18,6.5,35
Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Clannad,PS2,2006,Adventure,Interchannel,0,0,0.04,0,0.04,68,26,7,162
Platinum Sudoku,DS,2007,Puzzle,Ubisoft,0.03,0.01,0,0,0.04,68,26,7,162
Fishermans Challenge,PS2,2003,Sports,Konami Digital Entertainment,0.02,0.02,0,0.01,0.04,67,7,7.5,4
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,2009,Fighting,Marvelous Interactive,0,0,0.04,0,0.04,68,26,7,162
Ray Gigant,PSV,2015,Role-Playing,Namco Bandai Games,0,0,0.04,0,0.04,72,14,8.1,25
Akko ni Omakase! Brain Shock,DS,2006,Misc,Taito,0,0,0.04,0,0.04,68,26,7,162
Mission: Impossible - Operation Surma,GBA,2003,Platform,Atari,0.03,0.01,0,0,0.04,42,16,7,162
King of Fighters: Maximum Impact Regulation A,PS2,2007,Fighting,SNK Playmore,0,0,0.04,0,0.04,68,26,7,162
Date A Live: Rine Utopia,PS3,2013,Adventure,Compile Heart,0,0,0.04,0,0.04,68,26,7,162
Durarara!! 3way Standoff: Alley,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04,68,26,7,162
Section 8,PC,2009,Shooter,SouthPeak Games,0.02,0.01,0,0.01,0.04,72,31,7,78
Gummy Bears Mini Golf,Wii,2010,Sports,Unknown,0.04,0,0,0,0.04,68,26,7,162
Monster Band,DS,2008,Misc,Tivola,0.04,0,0,0,0.04,68,26,7,162
The Da Vinci Code,X,2006,Action,Take-Two Interactive,0.03,0.01,0,0,0.04,52,34,2.8,5
Famicom Mini: Clu Clu Land,GBA,2004,Puzzle,Nintendo,0,0,0.04,0,0.04,68,26,7,162
Super Black Bass Fishing,DS,2005,Sports,Majesco Entertainment,0.04,0,0,0,0.04,35,6,7,162
Nobunagas Ambition II,3DS,2015,Strategy,Tecmo Koei,0,0,0.04,0,0.04,68,26,7,162
Hyperdimension Neptunia Victory II,PS4,2015,Role-Playing,Idea Factory International,0,0,0.04,0,0.04,68,26,7,162
Sacred Blaze,PS2,2009,Strategy,Flight-Plan,0,0,0.04,0,0.04,68,26,7,162
Painkiller: Hell & Damnation,PS3,2013,Shooter,Nordic Games,0.02,0.01,0,0.01,0.04,68,26,7,162
