Name,year,Esrp,Genre,rate,vote,country,company,Sales
Kao the Kangaroo 3: Tajemnica Wulkanu,2005,Everyone,Family,7.5,7,Poland,Tate Multimedia,0.76
Best Month Ever!,2022,Not Rated,Adventure,7.5,6,Poland,Warsaw Film School,0.75
Christmas Lemmings,1992,Not Rated,Unknown,7.5,12,United Kingdom,DMA Design,0.75
Rocky,2002,Teen,Drama,7.5,68,United Kingdom,MGM Interactive,0.75
ANNO: Mutationem,2022,Not Rated,Action,7.5,6,China,ThinkingStars,0.74
Comet Crash,2009,Not Rated,Unknown,7.5,9,United States,Unknown,0.74
King's Quest III Redux: To Heir Is Human,2011,Not Rated,Fantasy,7.5,23,United States,AGD Interactive LLC,0.74
FAR: Changing Tides,2022,Not Rated,Adventure,7.5,38,Switzerland,Okomotive,0.74
Chrono Cross: The Radical Dreamers Edition,2022,Teen,Fantasy,7.5,12,Japan,D4 Enterprise,0.73
Project Gotham Racing 4,2007,Not Rated,Unknown,7.5,79,United Kingdom,Bizarre Creations,0.73
Despicable Me: The Game,2010,Mature,Fantasy,7.5,578,United States,Monkey Bar Games,0.73
Vanquish,2010,Mature,Sci-Fi,7.5,715,Japan,Platinum Games,0.73
Star Trek: First Contact,1988,Not Rated,Sci-Fi,7.5,25,United States,Micromosaics Productions,0.72
Battlefield 1943,2009,Not Rated,War,7.5,234,Sweden,Digital Illusions CE (DICE),0.72
Pokemon fushigi no danjon: Aka no kyuujotai,2005,Not Rated,Unknown,7.5,104,Japan,Chun Soft,0.72
Diddy Kong Racing DS,2007,Everyone,Adventure,7.5,45,United Kingdom,Rare,0.72
Dragon Ball: Raging Blast 2,2010,Teen,Family,7.5,204,Japan,Spike Co. Ltd.,0.72
Pokemon fushigi no danjon: Ao no kyuujotai,2005,Not Rated,Unknown,7.5,107,Japan,Chun Soft,0.72
Doctor Who: The Adventure Games - TARDIS,2010,Not Rated,Sci-Fi,7.5,67,United Kingdom,BBC Wales,0.72
Wordle,2021,Not Rated,Family,7.5,12,Unknown,Unknown,0.72
ModNation Racers,2010,Everyone,Sport,7.5,133,United States,United Front Games,0.71
American Conquest,2002,Not Rated,Unknown,7.5,19,Ukraine,GSC Game World,0.71
Sonikku karâzu,2010,Everyone,Family,7.5,691,United States,Dimps Corporation,0.71
Söldner-X 2: Final Prototype,2010,Everyone1Adults Only+,Sci-Fi,7.5,10,Germany,Sidequest Studios,0.71
Justice League: Chronicles,2003,Everyone,Fantasy,7.5,46,United States,DC Entertainment,0.71
MagnaCarta 2,2009,Teen,Drama,7.5,29,South Korea,Softmax Co.,0.71
Motocross Madness 2,2000,Not Rated,Unknown,7.5,29,United States,Rainbow Studios,0.71
Toy Story 3: The Video Game,2010,Everyone,Adventure,7.5,777,United States,Asobo Studio,0.7
Virtua Fighter 5: Ultimate Showdown,2021,Not Rated,Action,7.5,11,Unknown,Unknown,0.7
Tiny Tina's Assault on Dragon Keep,2013,Not Rated,Comedy,7.5,70,Unknown,Unknown,0.7
Crab Game,2021,Not Rated,Comedy,7.5,74,United States,Dani,0.7
Dodgeball Academia,2021,Everyone,Sport,7.5,10,United States,Pocket Trap,0.7
NHL 94,1993,Not Rated,Sport,7.5,84,Canada,HighScore Productions,0.7
Fainaru fantajî kurisutaru kuronikuru: Kurisutaru bearâ,2009,Teen,Drama,7.5,75,Japan,Square Enix Company,0.7
Sacred 2: Ice & Blood,2009,Not Rated,Fantasy,7.5,27,Germany,Studio II,0.7
DmC: Devil May Cry - Definitive Edition,2015,Mature,Fantasy,7.5,35,United Kingdom,Ninja Theory,0.7
Mass Effect 2: Zaeed - The Price of Revenge,2010,Mature,Sci-Fi,7.5,49,Canada,Bioware,0.69
Mana kemia: Gakuen no renkinjutsushi tachi,2007,Everyone1Adults Only+,Action,7.5,11,Japan,Gust,0.69
Medal of Honor: Allied Assault - Breakthrough,2003,Not Rated,War,7.5,406,United States,Electronic Arts (EA),0.69
ObsCure II,2007,Mature,Drama,7.5,167,France,Hydravision,0.69
Rusty Lake Hotel,2015,Everyone1Adults Only+,Horror,7.5,22,Netherlands,Rusty Lake,0.69
Risen,2009,Mature,Fantasy,7.5,463,Germany,Piranha Bytes,0.69
Nancy Drew: Ransom of the Seven Ships,2009,Everyone,Mystery,7.5,52,United States,Her Interactive Inc.,0.69
World Heroes,1992,Teen,Sci-Fi,7.5,62,Japan,Alpha Denshi Co. Ltd.,0.69
Doragon Boru: Tenkaichi Daiboken,2009,Everyone1Adults Only+,Fantasy,7.5,61,Japan,Namco Bandai Games,0.68
Devil Daggers,2016,Not Rated,Horror,7.5,7,Australia,Sorath,0.68
Paint the Town Red,2015,Mature,Adventure,7.5,11,Australia,South East Games,0.68
Avatar: The Last Airbender - Into the Inferno,2008,Not Rated,Fantasy,7.5,178,United States,THQ Studio Australia,0.68
Heroes of Might and Magic IV: Winds of War,2003,Not Rated,Fantasy,7.5,79,United States,New World Computing,0.67
Rabbids Go Home,2009,Everyone1Adults Only+,Comedy,7.5,97,France,Ubisoft Montpellier Studio,0.67
Disney TH!NK Fast,2008,Not Rated,Fantasy,7.5,43,United States,Disney Interactive Studios,0.67
Mundaun,2021,Not Rated,Horror,7.5,15,Switzerland,Unknown,0.67
Wallace & Gromit's Grand Adventures: The Last Resort,2009,Not Rated,Family,7.5,44,United States,Telltale Games,0.67
Röki,2020,Not Rated,Adventure,7.5,8,United Kingdom,Polygon Treehouse,0.67
Ibb & Obb,2013,Everyone,Adventure,7.5,8,Netherlands,Codeglue,0.67
HuniePop 2: Double Date,2021,O,Romance,7.5,42,United States,Huniepot,0.66
Shady Part of Me,2020,Not Rated,Mystery,7.5,17,France,Douze Dixièmes,0.66
Ceville,2009,Not Rated,Fantasy,7.5,20,Germany,Realmforge Studios,0.66
At Dead of Night,2020,Not Rated,Horror,7.5,112,United Kingdom,Baggy Cat,0.66
Jurassic World Aftermath,2020,Not Rated,Unknown,7.5,25,Unknown,Coatsink Software,0.66
Prince of Persia: Epilogue,2009,Not Rated,Fantasy,7.5,174,Canada,Ubisoft Montreal,0.66
Gacha Club,2020,Everyone1Adults Only+,Animation,7.5,14,United States,Lunime,0.66
Tsukihime,2021,Not Rated,Fantasy,7.5,49,Japan,Reona,0.66
Alba: A Wildlife Adventure,2020,Not Rated,Family,7.5,22,Spain,Unknown,0.66
Nex Machina,2017,Teen,Sci-Fi,7.5,15,Finland,Housemarque,0.65
Windchaser,2008,Not Rated,Adventure,7.5,14,Germany,Chimera-Entertainment,0.65
Mario Kart Live: Home Circuit,2020,Not Rated,Family,7.5,27,Japan,Velan Studios,0.65
Civilization IV: Beyond the Sword,2007,Not Rated,History,7.5,9,United States,Firaxis Games Inc.,0.65
Fallout: New Vegas - Honest Hearts,2011,Mature,Sci-Fi,7.5,72,United States,Obsidian Entertainment,0.64
Snoopy vs. The Red Baron,2006,Everyone1Adults Only+,Fantasy,7.5,19,United States,Smart Bomb Interactive,0.64
Assassin's Creed III: Remastered,2019,Mature,History,7.5,77,Canada,Ubisoft Divertissements,0.64
Pro Evolution Soccer 2009,2008,Everyone,Sport,7.5,572,Japan,Konami,0.64
Midnight Club: Los Angeles,2008,Teen,Sport,7.5,423,United States,PlayStation Portable,0.64
Kôkaku kidôtai: Stand Alone Complex - Kariudo no ryôiki,2005,Teen,Mystery,7.5,14,Japan,G-Artists,0.64
WWE 2K22,2022,Not Rated,Sport,7.5,214,United States,2K Games,0.64
Subnautica: Below Zero,2019,Everyone1Adults Only+,Mystery,7.5,260,United States,Unknown Worlds Entertainment,0.64
Yoku's Island Express,2018,Not Rated,Adventure,7.5,46,Sweden,Villa Gorilla,0.63
Takeshi no chôsenjô,1986,Not Rated,Comedy,7.5,18,Japan,Taito,0.63
Dark Souls II: Crown of the Sunken King,2014,Not Rated,Fantasy,7.5,82,Japan,From Software,0.63
Super Hexagon,2012,Not Rated,Action,7.5,17,United States,Unknown,0.63
Duck Game,2014,Everyone1Adults Only+,Action,7.5,34,Canada,Adult Swim Games,0.63
Wasteland 3,2020,Not Rated,Sci-Fi,7.5,153,United States,InXile Entertainment,0.63
Destiny 2: Beyond Light,2020,Teen,Fantasy,7.5,188,United States,Bungie Studios,0.63
Five Dates,2020,Not Rated,Romance,7.5,110,United Kingdom,Good Gate Media,0.63
Indiana Jones and the Fate of Atlantis: The Action Game,1992,Not Rated,Action,7.5,37,United Kingdom,Attention to Detail (ATD),0.63
Pokemon XD: Yami no kaze Dâku Rugia,2005,Everyone,Fantasy,7.5,165,Japan,Genius Sonority,0.63
Paper Mario: The Origami King,2020,Everyone,Comedy,7.5,218,Japan,Intelligent Systems,0.62
Don King Presents: Prizefighter,2008,Not Rated,Sport,7.5,21,United States,Venom Games,0.62
There is No Game,2015,Not Rated,Comedy,7.5,55,United States,Unknown,0.62
The Wheel of Time,1999,Not Rated,Fantasy,7.5,54,United States,Universal Studios,0.62
Wallace & Gromit: The Curse of the Were-Rabbit,2005,Not Rated,Adventure,7.5,109,United Kingdom,Unknown,0.62
Power Blade 2,1992,Not Rated,Action,7.5,8,Japan,Taito,0.62
The Need for Speed,1994,Adults Only,Action,7.5,539,Canada,EA Canada,0.61
Need for Speed II,1997,Everyone,Sport,7.5,943,Canada,Electronic Arts (EA),0.61
Sudden Strike 4,2017,Not Rated,War,7.5,13,Germany,Kite Games,0.61
International Karate,1985,Not Rated,Sport,7.5,10,United Kingdom,Epyx Inc.,0.61
One piece: Paireetsu kaanibaru,2005,Everyone,Fantasy,7.5,53,Japan,4 Kids Entertainment,0.61
Mario Strikers Charged,2007,Everyone1Adults Only+,Sport,7.5,305,Canada,Next Level Games,0.6
Bayonetta & Vanquish 10th Anniversary Bundle,2020,Not Rated,Action,7.5,9,Japan,Platinum Games,0.6
Gylt,2019,Not Rated,Horror,7.5,14,Spain,Tequila Works,0.6
Saaho - The Game,2019,Not Rated,Action,7.5,61,India,UV Creations,0.6
Bomberman Live,2007,Everyone1Adults Only+,Fantasy,7.5,30,Canada,Backbone Entertainment,0.6
Serial Experiments Lain,1998,Not Rated,Sci-Fi,7.5,14,Japan,Pioneer LDC,0.6
Apsulov: End of Gods,2019,Not Rated,Horror,7.5,17,Sweden,Angry Demon Studio,0.6
One Night at Flumpty's,2015,Not Rated,Horror,7.5,13,United States,Unknown,0.59
Rick and Morty: Virtual Rick-ality,2017,Mature,Comedy,7.5,77,United States,Other Ocean Interactive,0.59
Outlive,2001,Not Rated,Sci-Fi,7.5,6,Brazil,Continuum Entertainment,0.59
Atomic Bomberman,1997,Not Rated,Action,7.5,8,United States,Interplay Entertainment,0.59
Little Misfortune,2019,Mature,Fantasy,7.5,136,Sweden,Killmonday Games,0.59
Hobo: Tough Life,2017,Not Rated,Action,7.5,8,Unknown,Unknown,0.59
Super Scribblenauts,2010,Everyone1Adults Only+,Adventure,7.5,13,Unknown,5th Cell Media,0.59
Detective Masochist 2,2013,Not Rated,Romance,7.5,14,Japan,Ume Soft,0.59
Manhunt 2,2007,O,Mystery,7.5,996,United Kingdom,Rockstar London,0.59
Sword of Mana,2003,Everyone,Fantasy,7.5,13,Japan,Brownie Brown,0.58
Super Stardust HD,2007,Everyone,Sci-Fi,7.5,90,Finland,Housemarque,0.58
Ys Origin,2006,Not Rated,Fantasy,7.5,22,Japan,Unknown,0.58
Keidensu obu Hairaru: Kuriputo obu nekurodansâ feat. Zeruda no densetsu,2019,Everyone,Fantasy,7.5,63,United States,Brace Yourself Games,0.58
Call of Duty 2: Big Red One,2005,Teen,War,7.5,887,United States,Gray Matter Interactive Studios Inc.,0.58
Splitgate: Arena Warfare,2019,Teen,Sci-Fi,7.5,124,United States,1047 Games,0.58
Skate and Destroy,1999,Teen,Sport,7.5,40,United States,Z-Axis Entertainment,0.58
Super Fancy Pants Adventure,2017,Everyone,Adventure,7.5,13,United States,Borne Games,0.58
Totally Accurate Battle Simulator,2019,Not Rated,War,7.5,142,Sweden,Landfall Games,0.58
Harrier Attack,1983,Not Rated,Action,7.5,12,United Kingdom,Durell Software,0.58
Barbie: Princess and the Pauper,2004,Everyone,Family,7.5,43,United States,Knowledge Adventure,0.58
Touhou 1 Rei'iden: Highly Responsive to Prayers,1996,Not Rated,Fantasy,7.5,11,Japan,Team Shanghai Alice,0.58
BoneTown,2008,Not Rated,Crime,7.5,18,Unknown,Unknown,0.58
Archangel,2002,Not Rated,Unknown,7.5,13,Poland,Metropolis Software,0.57
Yo-kai Watch 2: Shinuchi,2014,Everyone1Adults Only+,Adventure,7.5,8,Japan,Level-5,0.57
Brian Lara International Cricket 2007,2007,Not Rated,Sport,7.5,47,United Kingdom,Codemasters Software Company,0.57
Crackdown,2007,Mature,Crime,7.5,664,United Kingdom,Realtime Worlds,0.57
Die Völker,1999,Not Rated,Unknown,7.5,6,Austria,Neo Software,0.57
War Rock,2007,Not Rated,War,7.5,21,United States,Dream Execution,0.57
Die Siedler II - Die nächste Generation,2006,Not Rated,Unknown,7.5,43,Germany,Blue Byte,0.57
Pink Panther,1988,Not Rated,Action,7.5,14,West Germany,ReLINE Software,0.57
Rescue on Fractalus!,1984,Not Rated,Sci-Fi,7.5,10,United States,LucasArts Entertainment Company,0.57
Test Drive Unlimited,2006,Everyone1Adults Only+,Sport,7.5,310,United States,Atari,0.56
Shining Wisdom,1995,Adults Only,Unknown,7.5,8,Japan,Sonic! Software Planning,0.56
James Bond 007,1998,Not Rated,Action,7.5,34,United States,Saffire,0.56
Rise and Fall: Civilizations at War,2006,Not Rated,Adventure,7.5,30,United States,Stainless Steel Studios,0.56
Sherlock Holmes: The Awakened,2006,Not Rated,Horror,7.5,144,United States,Frogwares Game Development Studio,0.56
Zoo Tycoon 2: Marine Mania,2006,Everyone1Adults Only+,Sci-Fi,7.5,58,United States,Blue Fang Games,0.56
Bundesliga Manager Professional,1991,Not Rated,Sport,7.5,18,Germany,Software 2000,0.56
Dungeon & Dragons: Tower of Doom,1993,Not Rated,Fantasy,7.5,49,Japan,Capcom Company,0.56
Darts,1988,Not Rated,Family,7.5,12,United States,Unknown,0.56
Buzz! The Music Quiz,2005,Not Rated,Game Show,7.5,55,United Kingdom,SCEE Studio Liverpool,0.56
All Star Strip Poker,2006,Not Rated,Unknown,7.5,16,Germany,Unknown,0.56
Battlestations: Midway,2006,Teen,War,7.5,60,Hungary,Eidos Interactive,0.55
Summer Games 2,1985,Not Rated,Sport,7.5,40,United States,Epyx Inc.,0.55
Wild ARMs: Advanced 3rd,2002,Teen,Sci-Fi,7.5,60,Japan,Media.Vision Entertainment,0.54
Soldat,2002,Not Rated,Action,7.5,23,Poland,Unknown,0.54
Alter Ego,1986,Not Rated,Drama,7.5,29,United States,Activision,0.54
Heroes of Might and Magic V,2006,Teen,Fantasy,7.5,826,France,Nival Interactive,0.54
Field Commander,2006,Not Rated,Adventure,7.5,9,United States,Sony Online Entertainment,0.54
The White Chamber,2005,Not Rated,Horror,7.5,25,United States,Studio Trophis,0.54
KOF: Maximum Impact 2,2006,Teen,Action,7.5,114,Japan,SNK/Playmore,0.54
Bone: Out from Boneville,2005,Not Rated,Adventure,7.5,36,United States,Telltale Games,0.54
SWAT 4: The Stetchkov Syndicate,2006,Not Rated,Thriller,7.5,120,United States,Vivendi Universal Games,0.54
Bone: The Great Cow Race,2006,Not Rated,Adventure,7.5,31,United States,Telltale Games,0.54
Shin Onimusha: Dawn of Dreams,2006,Mature,Fantasy,7.5,314,Japan,Capcom Company,0.54
ToCA Race Driver 3,2006,Not Rated,Sport,7.5,87,United Kingdom,Codemasters Software Company,0.54
Hearts of Iron,2002,Not Rated,War,7.5,41,Sweden,Paradox Interactive,0.53
Front Mission,1995,Not Rated,Sci-Fi,7.5,15,Japan,G-Craft,0.53
Dog's Life,2003,Teen,Adventure,7.5,84,United Kingdom,Unknown,0.53
Dungeon Siege II,2005,Mature,Fantasy,7.5,203,United States,Microsoft,0.53
Heavy Metal F.A.K.K.2,2000,Mature,Sci-Fi,7.5,103,United States,Ritual Entertainment,0.53
GripShift,2005,Everyone,Action,7.5,8,United States,Sidhe Interactive,0.53
Mario Superstar Baseball,2005,Everyone,Fantasy,7.5,235,Japan,Nintendo,0.53
Far Cry Instincts,2005,Not Rated,Sci-Fi,7.5,266,Canada,Ubisoft Montreal,0.53
Pazuru boburu 2,1996,Adults Only,Family,7.5,40,Japan,AWE Games,0.53
Ninja Ryû Ken-den II: Ankoku no Jashin Ken,1990,Not Rated,Fantasy,7.5,132,Japan,Tecmo,0.53
Metal Gear Ac!d²,2005,Mature,Sci-Fi,7.5,148,Japan,Kojima Productions,0.53
Shout About Music,2005,Not Rated,Game Show,7.5,14,United States,ODVD Games,0.53
Road Rash,1991,Not Rated,Sport,7.5,182,United States,Electronic Arts (EA),0.53
Siren 2,2006,Not Rated,Thriller,7.5,128,Japan,Sony Computer Entertainment,0.52
OutRun Europa,1991,Not Rated,Sport,7.5,9,United States,Probe Entertainment Limited,0.52
Gran Turismo Concept: 2002 Tokyo-Geneva,2002,Not Rated,Unknown,7.5,40,United States,Unknown,0.52
Goblins 3,1993,Not Rated,Fantasy,7.5,44,France,Coktel Vision,0.52
Serious Sam: Next Encounter,2004,Mature,Comedy,7.5,63,United States,Unknown,0.52
Rayman,1995,Adults Only,Family,7.5,716,France,Digital Eclipse,0.52
Heart of China,1991,Not Rated,Adventure,7.5,30,United States,Dynamix,0.52
Spider-Man & Venom: Maximum Carnage,1994,Not Rated,Sci-Fi,7.5,212,United States,Software Creations,0.52
Death by Degrees,2005,Mature,Crime,7.5,84,Japan,Namco,0.52
Red Baron,1990,Not Rated,War,7.5,51,United States,Dynamix,0.52
Star Trek: Deep Space Nine - Dominion Wars,2001,Not Rated,Sci-Fi,7.5,83,United States,Unknown,0.52
Sawaru meido in Wario,2004,Everyone,Comedy,7.5,141,Japan,Nintendo R&D1,0.52
X-Tension,2000,Not Rated,Sci-Fi,7.5,16,Germany,Egosoft,0.52
Mortal Kombat: Shaolin Monks,2005,Mature,Fantasy,7.5,878,United States,Midway Amusement Games LLC,0.52
"Space Quest, Chapter Two: Vohaul's Revenge",1987,Not Rated,Sci-Fi,7.5,96,United States,Sierra Entertainment,0.52
"Space Quest, Chapter 1: The Sarien Encounter",1986,Not Rated,Sci-Fi,7.5,98,United States,Sierra Entertainment,0.51
Kingdom Hearts: Chain of Memories,2004,Everyone,Fantasy,7.5,815,Japan,Disney Interactive Japan,0.51
Teenage Mutant Ninja Turtles III: Radical Rescue,1993,Not Rated,Adventure,7.5,47,Japan,Konami,0.51
Teenage Mutant Ninja Turtles II: Back from the Sewers,1991,Not Rated,Adventure,7.5,161,Japan,Konami,0.51
Darius gaiden,1996,Adults Only,Sci-Fi,7.5,26,Japan,Taito,0.51
Test Drive: Off Road - Wide Open,2001,Not Rated,Action,7.5,17,United States,Angel Studios Inc.,0.51
Duke Nukem 64,1997,Mature,Horror,7.5,163,United States,Eurocom Entertainment Software,0.51
Battlefield: Vietnam,2004,Teen,War,7.5,771,Sweden,Digital Illusions CE (DICE),0.51
Axis & Allies,2004,Teen,Drama,7.5,25,United States,TimeGate Studios,0.5
Emergency: Fighters for Life,1998,Not Rated,Action,7.5,16,Germany,Sixteen Tons Entertainment,0.5
Arkanoid: Revenge of Doh,1987,Not Rated,Sci-Fi,7.5,41,Japan,Taito,0.5
King of Fighters: Maximum Impact,2004,Teen,Action,7.5,62,Japan,SNK/Playmore,0.5
The Journeyman Project: Pegasus Prime,1997,Everyone,Sci-Fi,7.5,15,United States,Presto Studios,0.5
Astro Boy: Tetsuwan atomu,2003,Everyone,Mystery,7.5,25,Japan,Sonic Team,0.5
Alien Crossfire,1999,Everyone,Sci-Fi,7.5,39,United States,Firaxis Games Inc.,0.5
Twin Cobra 2,1995,Everyone,War,7.5,7,Japan,Taito,0.5
SpellForce: The Breath of Winter,2004,Not Rated,Fantasy,7.5,24,Germany,JoWood Productions Software AG,0.5
Gungrave OD,2004,Mature,Drama,7.5,35,Japan,Ikusabune Inc.,0.49
Sonic the Hedgehog Pocket Adventure,1999,Not Rated,Family,7.5,45,Japan,Unknown,0.49
Sanba de Amigo,1999,Everyone,Musical,7.5,28,Japan,Gearbox Software,0.49
Conflict: Vietnam,2004,Not Rated,War,7.5,100,United Kingdom,Pivotal Games,0.49
Shadow Watch,2000,Teen,Thriller,7.5,11,United Kingdom,Red Storm Entertainment,0.49
Sacred,2004,Not Rated,Adventure,7.5,164,Germany,Ascaron GmbH,0.49
Donkey Konga,2003,Everyone,Musical,7.5,78,Japan,Nintendo,0.49
Tony Hawk's Underground 2,2004,Teen,Sport,7.5,907,United States,Neversoft Entertainment,0.48
Crimson Tears,2004,Teen,Mystery,7.5,14,Japan,Capcom Company,0.48
RollerCoaster Tycoon 3,2004,Everyone,Family,7.5,356,United Kingdom,Atari,0.48
Street Fighter Zero 2,1996,Teen,Fantasy,7.5,486,Japan,Capcom Company,0.48
Shadow Ops: Red Mercury,2004,Not Rated,Action,7.5,40,United States,Unknown,0.48
Sabre Wulf,2004,Not Rated,Adventure,7.5,23,United Kingdom,Rare,0.48
EverQuest: Planes of Power,2002,Not Rated,Unknown,7.5,10,United States,Sony Online Entertainment,0.48
Titanic,1989,Not Rated,Action,7.5,27,United Kingdom,Kixx,0.47
Need for Speed: High Stakes,1999,Everyone,Sport,7.5,522,Canada,Electronic Arts (EA),0.47
Freekstyle,2002,Not Rated,Sport,7.5,28,United States,Electronic Arts (EA) Redwood Shores,0.47
Mario Tennis GC,2004,Everyone,Sport,7.5,285,Japan,Nintendo,0.47
SWAT: Global Strike Team,2003,Mature,Thriller,7.5,49,United Kingdom,Argonaut Games,0.47
Sonic Advance,2001,Everyone,Family,7.5,338,Japan,Sonic Team,0.47
Broken Sword: The Sleeping Dragon,2003,Not Rated,Adventure,7.5,463,United Kingdom,Revolution Software,0.47
Ty the Tasmanian Tiger,2002,Everyone,Adventure,7.5,147,Australia,Krome Studios,0.47
Tarzan,1984,Not Rated,Action,7.5,15,United States,Coleco Industries,0.47
Commandos 3: Destination Berlin,2003,Not Rated,War,7.5,226,Spain,Pyro Studios,0.47
ToeJam & Earl,1991,Adults Only,Sci-Fi,7.5,150,United States,Johnson-Voorsanger Productions,0.47
Samurai Spirits,1993,Not Rated,Adventure,7.5,129,Japan,SNK,0.47
F-Zero,1990,Everyone,Sport,7.5,631,Japan,Nintendo Entertainment Analysis and Development (EAD) (I),0.46
Where in the USA Is Carmen Sandiego?,1986,Not Rated,Mystery,7.5,22,United States,Unknown,0.46
Star Ocean: Till the End of Time,2003,Teen,Drama,7.5,244,Japan,Tri-Ace Inc.,0.46
Tales of Destiny,1997,Teen,Fantasy,7.5,55,Japan,Namco,0.46
Powerslave,1996,Mature,Fantasy,7.5,63,United States,Lobotomy Software Inc.,0.46
Heretic II,1998,Teen,Fantasy,7.5,99,United States,Raven Software,0.45
Delta Force: Black Hawk Down,2003,Teen,War,7.5,238,United States,NovaLogic,0.45
Tenchi wo Kurau II: Sekiheki no Tatakai,1992,Not Rated,History,7.5,57,Japan,Capcom Company,0.45
.hack//Osen kakudai vol. 1,2002,Teen,Drama,7.5,95,Japan,Cyber Connect 2,0.45
Earthworm Jim,1994,Not Rated,Comedy,7.5,868,United States,Eurocom Entertainment Software,0.45
Unreal Championship,2002,Not Rated,Sci-Fi,7.5,50,United States,Digital Extremes,0.45
Heretic,1994,Not Rated,Fantasy,7.5,359,United States,Raven Software,0.45
Leander,1991,Not Rated,Fantasy,7.5,15,United Kingdom,Traveller's Tales,0.45
MechWarrior 2: 31st Century Combat,1995,Not Rated,Sci-Fi,7.5,108,United States,Activision,0.45
Comix Zone,1995,Adults Only,Fantasy,7.5,378,United States,Sega Technical Institute,0.45
Enclave,2002,Not Rated,Fantasy,7.5,89,Sweden,Starbreeze Studios,0.45
Fantasy Zone,1986,Not Rated,Sci-Fi,7.5,51,Japan,Sega Enterprises,0.44
The PowerPuff Girls: Relish Rampage,2002,Everyone,Family,7.5,37,United States,BAM! Entertainment,0.44
Space Quest 6: Roger Wilco in the Spinal Frontier,1995,Not Rated,Sci-Fi,7.5,102,United States,Sierra Entertainment,0.44
Gungrave,2002,Mature,Drama,7.5,55,Japan,Ikusabune Inc.,0.44
Star Trek: Starfleet Command III,2002,Everyone,Sci-Fi,7.5,91,United States,Taldren,0.44
"Monsters, Inc.",2001,Everyone,Family,7.5,926,United States,Disney Interactive,0.44
Mr. Do!,1982,Not Rated,Family,7.5,56,Japan,Universal Entertainment Corporation,0.44
Backyard Basketball,2001,Everyone,Sport,7.5,25,United States,Humongous Entertainment,0.44
Shinobi,1987,Not Rated,Fantasy,7.5,183,Japan,Sega Enterprises,0.43
SimCity 3000,1999,Not Rated,Adventure,7.5,304,United States,Maxis,0.43
Sinistar,1983,Not Rated,Sci-Fi,7.5,51,United States,Williams Electronics Games,0.43
Nekketsu Kôha Kunio-kun,1986,Not Rated,Crime,7.5,43,Japan,Natsume,0.43
The King of Fighters 2001,2001,Teen,Action,7.5,105,Japan,EOLITH Co. Ltd.,0.43
The King of Fighters 2000,2000,Teen,Action,7.5,111,Japan,SNK/Playmore,0.43
Bugs Bunny,1983,Not Rated,Family,7.5,19,United States,Unknown,0.43
Bugs Bunny: Rabbit Rampage,1993,Not Rated,Family,7.5,38,United States,Viacom New Media,0.43
Contra: Hard Corps,1994,Not Rated,Family,7.5,138,Japan,Konami,0.43
Mean Streets,1989,Not Rated,Mystery,7.5,50,United States,Access Software Inc.,0.43
Martian Memorandum,1991,Not Rated,Sci-Fi,7.5,41,United States,Access Software Inc.,0.42
SaGa 2: Hihô densetsu,1991,Not Rated,Fantasy,7.5,63,Japan,Square Company,0.42
WWF Royal Rumble,1993,Not Rated,Sport,7.5,78,United States,Sculptured Software Inc.,0.42
The Terminator,1991,Not Rated,Thriller,7.5,466,United States,Bethesda Softworks,0.42
Super Monkey Ball,2001,Everyone,Fantasy,7.5,215,Japan,Amusement Vision,0.42
Rugrats: Search for Reptar,1998,Mature,Family,7.5,92,United States,n-Space,0.42
Tomak: Daeji sarang iyagi rul jewihago,2001,Not Rated,Fantasy,7.5,11,South Korea,Sam Wu Communications,0.42
NBA Live 98,1997,Everyone,Sport,7.5,97,United States,Electronic Arts (EA),0.42
Virtua Fighter 3,1996,Teen,Adventure,7.5,97,Japan,Genki Co. Ltd.,0.42
NBA Courtside,1998,Everyone,Sport,7.5,34,United States,Left Field Productions,0.42
Pazuru boburu,1994,Not Rated,Family,7.5,77,Japan,SNK Electronics Corp.,0.42
Tropico,2001,Not Rated,Unknown,7.5,113,United States,PopTop Software Inc.,0.42
Powermonger,1990,Not Rated,War,7.5,23,United States,Bullfrog Productions Ltd.,0.42
Sid Meier's Covert Action,1990,Not Rated,Thriller,7.5,23,United States,MicroProse Software Inc.,0.42
MTV Music Generator,1999,Everyone,Music,7.5,7,United States,Codemasters Software Company,0.42
Knockout Kings 2001,2000,Teen,Unknown,7.5,17,United States,Black Ops Entertainment,0.42
Dark Cloud,2000,Teen,Adventure,7.5,210,Japan,Level-5,0.42
C-12: Final Resistance,2000,Not Rated,Adventure,7.5,50,United States,Sony Computer Entertainment Europe,0.41
Armored Core,1997,Teen,Sci-Fi,7.5,50,Japan,From Software,0.41
Police Quest III: The Kindred,1991,Not Rated,Thriller,7.5,70,United States,Sierra Entertainment,0.41
Pac-Man: Adventures in Time,2000,Everyone,Family,7.5,33,United States,Creative Asylum,0.41
TimeSplitters,2000,Teen,Sci-Fi,7.5,300,United Kingdom,Free Radical Design,0.41
Syphon Filter 3,2001,Mature,Mystery,7.5,358,United States,Sony Computer Entertainment America,0.41
Nuclear Strike,1997,Teen,Thriller,7.5,80,United States,Electronic Arts (EA),0.41
Batman: Vengeance,2001,Teen,Crime,7.5,469,United States,Unknown,0.4
