Name,year,esrp,genre,rate,vote,country,company
Need for Speed: Hot Pursuit,2010,20102010E10+E10+,ActionCrimeSport,7.4,2K,United Kingdom,Criterion Games
NBA 2K10,2009,20092009EE,Sport,7.4,185,United States,2K Sports
Marvel vs. Capcom 3: Fate of Two Worlds,2011,20112011TT,ActionFantasySci-Fi,7.4,899,Japan,Capcom Company
Sonic & Sega All-Stars Racing,2010,20102010E10+E10+,ActionSport,7.4,404,United Kingdom,Sumo Digital Ltd.
Age of Booty,2008,20082008EE,,7.4,12,United States,Certain Affinity
Gran Turismo,2009,20092009,Sport,7.4,67,Japan,Polyphony Digital
Pokemon renjâ: Hikari no kiseki,2010,20102010,,7.4,46,Japan,Creatures
Atari Flashback Classics: Volume 2,2016,20162016EE,,7.4,17,,
The King of Fighters XIII,2010,20102010TT,,7.4,171,Japan,SNK/Playmore
The Expendabros,2014,20142014MM,ActionAdventureComedy,7.4,6,South Africa,Free Lives Games
Dead Space: Extraction,2009,20092009MM,ActionHorrorSci-Fi,7.4,355,United States,Eurocom Entertainment Software
Wings of Fury,1987,19871987,ActionWar,7.4,12,United States,Brøderbund Software
Fight Night Round 4,2009,20092009TT,Sport,7.4,104,United States,Electronic Arts (EA)
Ruined King: A League of Legends Story,2021,20212021,ActionAdventureFantasy,7.4,29,United States,Airship Syndicate
Ghost Recon: Future Soldier,2012,20122012MM,ActionAdventureSci-Fi,7.4,1.5K,France,PCB Productions
Blur,2010,20102010E10+E10+,ActionSport,7.4,401,United States,Bizarre Creations
Trine,2009,20092009E10+E10+,ActionAdventureFantasy,7.4,492,Finland,Frozenbyte
Unpacking,2021,20212021EE,AdventureFamily,7.4,77,Australia,Witch Beam
MotorStorm: Pacific Rift,2008,20082008TT,Action,7.4,149,United Kingdom,Evolution Studios
LittleBigPlanet PSP,2009,20092009,AdventureComedyFamily,7.4,188,United Kingdom,Maverick Media
Project Nomads,2002,20022002,,7.4,13,Germany,Radon Labs
Alien Swarm,2010,20102010,Action,7.4,7,United States,Valve
Crysis Remastered Trilogy,2021,20212021MM,ActionAdventureSci-Fi,7.4,43,Germany,Crytek Studios
Dragon: The Bruce Lee Story,1993,19931993TT,Action,7.4,83,United States,Virgin Interactive Entertainment
SCP: Secret Laboratory,2017,20172017MM,ActionAdventureFantasy,7.4,8,Poland,Northwood Studios
Iron Harvest,2020,20202020,ActionSci-FiWar,7.4,6,United Kingdom,King Art Games
F.E.A.R. 2: Reborn,2009,20092009MM,ActionHorrorSci-Fi,7.4,8,United States,Monolith Productions
Kamen Rider: Dragon Knight,2009,20092009TT,Action,7.4,22,United States,D3 Publisher of America
Digimon World Data Squad,2006,20062006,ActionAdventure,7.4,37,Japan,
Tribes: Vengeance,2004,20042004TT,ActionAdventureSci-Fi,7.4,5,United States,Irrational Games
Rusty Lake: Paradise,2018,20182018,Mystery,7.4,14,Netherlands,Rusty Lake
Vampire: The Masquerade - Bloodhunt,2022,20222022MM,ActionFantasyHorror,7.4,25,United States,Sharkmob
Muck,2021,20212021,ActionAdventureFantasy,7.4,30,United States,Dani
Fable III,2010,20102010MM,ActionAdventureFantasy,7.4,2.7K,United Kingdom,Lionhead Studios
The Mooseman,2017,20172017,Adventure,7.4,7,Russia,Morteshka
Tekken 6,2007,20072007TT,ActionAdventureDrama,7.4,1.4K,Japan,Namco Bandai Games
NHL 08,2007,20072007,Sport,7.4,63,Canada,Electronic Arts (EA)
Canabalt,2009,20092009E10+E10+,ActionAdventureSci-Fi,7.4,5,,
Rayman Jungle Run,2012,20122012E10+E10+,ActionAdventureFantasy,7.4,8,United States,Pastagames
Overlord,2007,20072007TT,ActionAdventureComedy,7.4,245,Netherlands,Triumph Studios
Toobin',1988,19881988,AdventureSport,7.4,28,United States,Atari Games
Mafia III: Stones Unturned,2017,20172017,ActionCrimeDrama,7.4,19,United States,2K Games
The Legend of Bum-Bo,2019,20192019,ActionAdventureHorror,7.4,5,United States,McMillen Games
Feeding Frenzy 2: Shipwreck Showdown,2006,20062006EE,ActionAdventure,7.4,20,United States,Sprout Games
Heroes of Might and Magic IV: The Gathering Storm,2002,20022002,ActionAdventureFantasy,7.4,89,United States,New World Computing
History Adventures: Global Pandemics,2022,20222022,AnimationAdventureHistory,7.4,52,Qatar,Spencer Striker Digital Media
"Please, Don't Touch Anything",2015,20152015TT,AdventureComedyHorror,7.4,14,United States,Four Quarters Productions
NHL 21,2020,20202020E10+E10+,Sport,7.4,45,Canada,
Fireboy and Watergirl,2007,20072007,Adventure,7.4,17,Norway,
ALTF4,2021,20212021,AnimationAction,7.4,9,,
Spyro 2: Season of Flame,2002,20022002EE,ActionAdventureFantasy,7.4,8,United States,Digital Eclipse
Passpartout: The Starving Artist,2017,20172017,Animation,7.4,8,United States,
Bloons Monkey City,2013,20132013EE,ActionAdventureFantasy,7.4,7,United States,Ninja Kiwi
Tak and the Guardians of Gross,2008,20082008E10+E10+,ComedyFamily,7.4,14,United Kingdom,Blitz Games
Lucky Luke: On the Dalton's Trail,1998,19981998,,7.4,6,France,Infogrames
Earn to Die 2,2014,20142014E10+E10+,ActionAdventureHorror,7.4,13,United States,Not Doppler
Spyro: Season of Ice,2001,20012001EE,ActionAdventureFamily,7.4,7,United States,Digital Eclipse
LEGO Builder's Journey,2019,20192019EE,,7.4,16,United States,Light Brick Studios
Cat Quest II,2019,20192019E10+E10+,Adventure,7.4,18,,The Gentlebros Pte.
Street Fighter IV,2008,20082008TT,ActionFantasySci-Fi,7.4,1.3K,Japan,Capcom Company
Ar Tonelico II: Melody of Metafalica,2007,20072007TT,AdventureFamilyFantasy,7.4,8,United States,Banpresto
Grand Theft Auto: Chinatown Wars,2009,20092009MM,ActionCrimeDrama,7.4,952,United Kingdom,Rockstar Leeds
King's Field IV,2001,20012001,ActionAdventureFantasy,7.4,15,Japan,From Software
Battletoads,1994,19941994,ActionFantasySci-Fi,7.4,112,United Kingdom,Rare
Red Faction: Guerrilla,2009,20092009MM,ActionSci-Fi,7.4,991,United States,PCB Productions
F.E.A.R. Perseus Mandate,2007,20072007,ActionHorrorMystery,7.4,504,United States,Day 1 Studios
Delta Force,1997,19971997MM,ActionAdventureWar,7.4,106,United States,NovaLogic
NosTale,2006,20062006,Action,7.4,5,United States,Entwell
DC Universe Online,2011,20112011TT,ActionFantasySci-Fi,7.4,729,United States,Sony Online Entertainment
Project Wingman,2020,20202020,ActionAdventureDrama,7.4,20,Australia,
Bokura wa Kasekihoridâ,2008,20082008EE,,7.4,11,Japan,Red Entertainment
Monster Hunter: Rise,2021,20212021,ActionAdventureFantasy,7.4,118,Japan,Capcom Company
Dinowars: Kyouryuu oukoku e no daibôken,1992,19921992,ActionFamily,7.4,14,Japan,Irem
Kingdom Hearts Re: Chain of Memories,2007,20072007E10+E10+,ActionAdventureFamily,7.4,914,Japan,Disney Interactive Japan
Geheimakte 2: Puritas Cordis,2008,20082008,Adventure,7.4,132,Germany,Animation Arts
Angry Birds Epic,2014,20142014EE,ActionAdventureComedy,7.4,42,Finland,Chimera-Entertainment
Dorimumikkusu Tivi: Warudo faitazu,2003,20032003,ActionFantasy,7.4,10,Japan,Hudson Soft
Soulcalibur IV,2008,20082008TT,ActionFantasy,7.4,985,Japan,Namco Bandai Games
No One Lives Under the Lighthouse,2020,20202020,HorrorMystery,7.4,10,United States,Sowoke Entertainment Bureau
Granny: Chapter Two,2019,20192019,Horror,7.4,27,Sweden,
Resident Evil 7: Biohazard - End of Zoe,2017,20172017MM,ActionHorrorSci-Fi,7.4,288,Japan,Capcom Company
Lemmings Revolution,2000,20002000,,7.4,15,United Kingdom,Psygnosis
Project Arrhythmia,2019,20192019EE,AnimationMusic,7.4,7,United States,Vitamin Games
ClayFighter: Sculptor's Cut,1998,19981998TT,Action,7.4,46,United States,Interplay Entertainment
SteamWorld Quest: Hand of Gilgamech,2019,20192019E10+E10+,ActionAdventureFantasy,7.4,13,Sweden,Image & Form
Kingdom Hearts: Melody of Memory,2020,20202020E10+E10+,AdventureFamilyFantasy,7.4,109,Japan,Disney Interactive Japan
Paradise Killer,2020,20202020,Action,7.4,13,United States,Kaizen Game Works
Bugsnax,2020,20202020EE,AdventureComedyFamily,7.4,299,United States,Young Horses
Gurimu gurimoa,2007,20072007E10+E10+,AdventureFantasyMystery,7.4,23,Japan,Vanilla Ware
Nidhogg,2014,20142014E10+E10+,ActionAdventureComedy,7.4,29,,Messhof
Chivalry 2,2021,20212021,ActionWar,7.4,59,United States,Torn Banner Studios
Ratatouille,2007,20072007EE,AdventureFamily,7.4,713,United States,Asobo Studio
Pro Evolution Soccer 2008,2007,20072007EE,Sport,7.4,583,Japan,Konami of Europe
Burnout Dominator,2007,20072007E10+E10+,Action,7.4,96,United Kingdom,Electronic Arts (EA)
The Multipath Adventures of Superman,1999,19991999,Adventure,7.4,5,United States,Brilliant Digital Entertainment
Santa Claus in Trouble,2002,20022002,Action,7.4,7,,
Dracula: Origin,2008,20082008,Adventure,7.4,55,Ukraine,Frogwares Game Development Studio
Wolfenstein,2009,20092009MM,ActionAdventureFantasy,7.4,1.6K,United States,Endrant Studios
Unreal: Return to Na Pali,1999,19991999,ActionAdventureSci-Fi,7.4,26,United States,Legend Entertainment
Prince of Persia Classic,2007,20072007,Adventure,7.4,14,United States,Ubisoft
The Godfather II,2009,20092009MM,ActionCrimeDrama,7.4,1.3K,United States,Electronic Arts (EA) Redwood Shores
Guitar Hero: World Tour,2008,20082008TT,FamilyMusic,7.4,1K,United States,
Rôdosutou senki: Dîdoritto in wandâ rabirinsu,2020,20202020,ActionAdventureFantasy,7.4,13,Japan,Team Ladybug
Highlander: The Game,2008,20082008,Action,7.4,16,United Kingdom,Eidos Interactive
Igor,2008,20082008EE,AdventureSci-Fi,7.4,18,United States,Interactive Game Group
Gêmusentâ CX: Arino no chôsenjô,2007,20072007,,7.4,13,Japan,Fuji Television Network
One Piece: Rush Gurabato! Rush,2005,20052005,Action,7.4,28,Japan,4 Kids Entertainment
Snow Daze,2018,20182018MM,AdventureRomance,7.4,20,,Outbreak Games
Neo Cab,2019,20192019,Adventure,7.4,16,United States,Chance Agency
The Simpsons Game,2007,20072007TT,ActionAdventureComedy,7.4,1.2K,United States,Electronic Arts (EA) Redwood Shores
Dijitaru debiru saaga: Abataaru teyuunaa,2004,20042004MM,ActionAdventureFantasy,7.4,104,Japan,Atlus
Mu Online,2001,20012001,AdventureFantasy,7.4,11,South Korea,Webzen
New Super Lucky's Tale,2019,20192019EE,Adventure,7.4,63,United States,Playful Studios
One Night at Flumpty's 2,2015,20152015,ComedyHorror,7.4,14,United States,
Carrion,2020,20202020MM,HorrorSci-Fi,7.4,182,Poland,Phobia Game Studio
Ghost Recon: Advanced Warfighter 2,2007,20072007TT,ActionThrillerWar,7.4,618,United States,Red Storm Entertainment
Super Bomberman 4,1996,19961996,Action,7.4,11,Japan,Hudson Soft
Disney Classic Games: Aladdin and the Lion King,2019,20192019E10+E10+,ActionFamilyFantasy,7.4,47,United States,Digital Eclipse
Blackwood Crossing,2017,20172017,AdventureMystery,7.4,20,United Kingdom,PaperSeven
Toy Story Activity Center,1996,19961996,Family,7.4,82,United States,Disney Interactive
Man of the House,2019,20192019,Romance,7.4,20,,
Atelier Ryza: Ever Darkness & the Secret Hideout,2019,20192019TT,ActionAdventureFantasy,7.4,20,Japan,Gust Co.
Postal 4: No Regerts,2019,20192019UnratedUnrated,ActionComedyCrime,7.4,50,United States,Running With Scissors
Tag der Toten,2019,20192019,Horror,7.4,33,United States,Treyarch
Marvel's Iron Man VR,2020,20202020,ActionAdventureFantasy,7.4,74,United States,Camouflaj
Ys III: Wanderers from Ys,1989,19891989,ActionAdventureFantasy,7.4,10,Japan,Nihon Falcom Corporation
Squad,2015,20152015,ActionWar,7.4,8,Canada,Official Industries
Medieval Dynasty,2020,20202020,Adventure,7.4,17,Austria,Toplitz Productions
Marvel Pinball: Venom,2014,20142014E10+E10+,ActionAdventureFantasy,7.4,7,United States,Zen Studios
Asphalt Xtreme,2016,20162016EE,ActionAdventureSport,7.4,10,United States,
Beyond Castle Wolfenstein,1984,19841984,Action,7.4,89,United States,Muse Software
One Punch Man: Road to Hero,2019,20192019,Action,7.4,100,Japan,Oasis Games
Mad Father,2012,20122012,Horror,7.4,43,United Kingdom,
Fate/hollow ataraxia,2005,20052005,ActionAdventureDrama,7.4,41,Japan,Type-Moon
Mordhau,2019,20192019,ActionWar,7.4,48,Slovenia,Triternion
Codename Eagle,1999,19991999,Action,7.4,6,Sweden,Digital Illusions CE (DICE)
My Friend Pedro,2019,20192019TT,ActionAdventureComedy,7.4,366,United States,DeadToast Entertainment
Onmyoji,2018,20182018,Fantasy,7.4,8,China,NetEase
Metal Slug 6,2006,20062006,Action,7.4,49,Japan,SNK/Playmore
We Happy Few: Roger & James in They Came from Below,2019,20192019,Sci-Fi,7.4,17,Canada,Compulsion Games
Keep Talking and Nobody Explodes,2015,20152015EE,ActionAdventureThriller,7.4,45,United States,Steel Crate Games
Scooby-Doo: Who's Watching Who,2006,20062006,AdventureFantasyMystery,7.4,47,United States,THQ
Pac-Man World 3,2005,20052005EE,Adventure,7.4,64,United Kingdom,Blitz Games
EA Sports Arena Football: Road to Glory,2007,20072007E10+E10+,Sport,7.4,13,United States,Electronic Arts (EA)
Echo: Secrets of the Lost Cavern,2005,20052005EE,AdventureHistory,7.4,11,France,Kheops Studio
Scratches,2006,20062006TT,AdventureDramaHorror,7.4,110,Argentina,Nucleosys Digital Studio
Nicktoons: Battle for Volcano Island,2006,20062006EE,ActionAdventure,7.4,94,United States,Blue Tongue Entertainment
Harry Potter and the Order of the Phoenix,2007,20072007E10+E10+,ActionAdventureFantasy,7.4,2.2K,United Kingdom,Electronic Arts (EA)
The Clue Finders' Math Adventures,1999,19991999,Family,7.4,9,United States,The Learning Company
The Clue Finders' 4th Grade Adventures,1998,19981998,Family,7.4,17,United States,The Learning Company
The Spy Who Loved Me,1990,19901990,ActionAdventureCrime,7.4,43,United Kingdom,Domark
Army Men,1998,19981998EE,Action,7.4,61,United States,The 3DO Company
Lumines II,2006,20062006E10+E10+,,7.4,23,Japan,Q? Entertainment
Magic Carpet: Hidden Worlds,1995,19951995K-AK-A,Action,7.4,6,United States,Bullfrog Productions Ltd.
Bomberman Hero,1998,19981998,Adventure,7.4,80,Japan,Hudson Soft
Battlefield 2142,2006,20062006TT,ActionAdventureSci-Fi,7.4,323,Sweden,Digital Illusions CE (DICE)
Where in the U.S.A. Is Carmen Sandiego?,1996,19961996,Crime,7.4,23,United States,The Learning Company
The Sims 2: Pets,2006,20062006TT,Comedy,7.4,311,United States,EA Mobile
Aura: Fate of the Ages,2004,20042004EE,AdventureFantasy,7.4,12,Canada,Streko-Graphics
FIFA 99,1998,19981998,Sport,7.4,492,Canada,Electronic Arts (EA)
AstroPop Deluxe,2004,20042004EE,AdventureFamilySci-Fi,7.4,20,United States,Popcap Games
Tiger Mission,1987,19871987,ActionAdventure,7.4,15,United States,Kele Line
The New Adventures of Zak McKracken,2002,20022002,AdventureMystery,7.4,16,Germany,LucasFan Games
Blue Max,1984,19841984,Action,7.4,21,United States,Synsoft
Crash Bandicoot X/S,2002,20022002EE,ActionAdventureComedy,7.4,153,United Kingdom,Vicarious Visions
Gangs of London,2006,20062006MM,ActionAdventureCrime,7.4,41,United States,Sony Computer Entertainment America
Duel Masters,2003,20032003EE,Action,7.4,30,United States,Atari
Groove Adventure Rave: Fighting Live,2002,20022002TT,ActionMystery,7.4,14,Japan,Konami Computer Entertainment
Syphon Filter: Dark Mirror,2006,20062006,Action,7.4,159,United States,Sony Bend
The Sims 2: Open for Business,2006,20062006TT,Comedy,7.4,220,United States,Maxis Software Inc.
CSI: 3 Dimensions of Murder,2006,20062006MM,CrimeFamilyMystery,7.4,110,United States,Ubisoft
Dead or Alive 4,2005,20052005MM,ActionMysterySci-Fi,7.4,323,Japan,Team Ninja
Need for Speed: Carbon,2006,20062006E10+E10+,ActionCrimeSport,7.4,3.6K,Canada,Electronic Arts (EA)
Front Mission: Gun Hazard,1996,19961996,ActionAdventureDrama,7.4,6,Japan,Omiya Soft Company
"Wild, Wild West: The Steel Assassin",1999,19991999TT,ActionAdventureMystery,7.4,7,United States,SouthPeak Interactive
The King of Fighters XI,2005,20052005TT,ActionDrama,7.4,113,Japan,SNK/Playmore
Beat Down,2005,20052005MM,ActionCrimeDrama,7.4,39,Japan,Cavia
Project Gotham Racing 3,2005,20052005E10+E10+,ActionAdventureSport,7.4,169,United States,Bizarre Creations
Jungle Strike,1993,19931993Not RatedNot Rated,ActionAdventure,7.4,86,United States,Electronic Arts (EA)
Madden NFL 2006,2005,20052005EE,,7.4,198,United States,
King Kong: The Official Game of the Movie,2005,20052005TT,ActionAdventureFantasy,7.4,2K,France,Ubisoft
Burnout Legends,2005,20052005E10+E10+,Sport,7.4,100,United States,Criterion Games
Custom Robo: Battle Revolution,2004,20042004TT,ActionAdventureSci-Fi,7.4,29,Japan,Noise
Sniper Elite,2005,20052005,ActionThrillerWar,7.4,361,United Kingdom,Rebellion Developments Ltd.
Who Wants to Be a Millionaire CD-ROM: Kids Edition,2001,20012001EE,Game-Show,7.4,10,United States,Valleycrest Productions Inc.
Karateka,1984,19841984,ActionAdventure,7.4,76,United States,Brøderbund Software
Sonic Rush,2005,20052005EE,ActionAdventureFamily,7.4,710,Japan,Dimps Corporation
Metal Slug 5,2003,20032003TT,Action,7.4,263,Japan,SNK/Playmore
Biohazard: Deadly Silence,2006,20062006MM,ActionHorrorMystery,7.4,227,Japan,Capcom Company
Syndicate Plus,1996,19961996TT,ActionSci-FiThriller,7.4,12,United States,Bullfrog Productions Ltd.
Star Trek,1983,19831983Not RatedNot Rated,Sci-Fi,7.4,52,United Kingdom,Interceptor Software
Solitaire,1981,19811981,Sport,7.4,457,United States,Microsoft
SkiFree,1991,19911991,ActionSport,7.4,32,United States,Microsoft
The Best of Microsoft Entertainment Pack,1994,19941994,Family,7.4,12,United States,Microsoft
Urban Strike,1994,19941994ApprovedApproved,ActionAdventure,7.4,53,United States,Foley Hi-Tech Systems
SimCopter,1996,19961996Not RatedNot Rated,Action,7.4,30,United States,Maxis Software Inc.
Gobliiins,1991,19911991GAGA,AdventureComedyFantasy,7.4,45,France,Coktel Vision
Batman: The Caped Crusader,1988,19881988Not RatedNot Rated,ActionAdventureFantasy,7.4,69,United States,Data East USA Inc.
Dynamite Headdy,1994,19941994Not RatedNot Rated,Adventure,7.4,118,Japan,Treasure Co. Ltd.
Impossible Mission II,1988,19881988,ActionAdventureSci-Fi,7.4,20,United States,Epyx Inc.
Real bout garou densetsu special,1997,19971997,ActionAdventure,7.4,39,Japan,SNK/Playmore
Star Wars: Episode III - Revenge of the Sith,2005,20052005TT,ActionAdventureSci-Fi,7.4,1.8K,United States,LucasArts Entertainment Company
Tony Hawk's American Wasteland,2005,20052005TT,ActionSport,7.4,647,United States,Neversoft Entertainment
Shinobi III: Return of the Ninja Master,1993,19931993,ActionAdventureFantasy,7.4,155,Japan,Sega Entertainment
R-Type DX,1999,19991999,Sci-Fi,7.4,19,Japan,Bits Studios Ltd.
Airforce Delta,1999,19991999EE,Action,7.4,15,Japan,Climax Entertainment
Doom 3: Resurrection of Evil,2005,20052005MM,ActionHorrorSci-Fi,7.4,1.1K,United States,Nerve Software LLC
The Simpsons: Cartoon Studio,1996,19961996K-AK-A,Comedy,7.4,51,United States,Big Top Productions
"KKND: Krush, Kill 'N Destroy",1997,19971997,ActionAdventure,7.4,53,Australia,Beam Software
Teenage Mutant Ninja Turtles: Fall of the Foot Clan,1990,19901990,ActionAdventure,7.4,120,Japan,Konami
Tron 2.0: Killer App,2004,20042004EE,Action,7.4,57,United States,
Project: Snowblind,2005,20052005TT,ActionSci-FiWar,7.4,106,United States,Crystal Dynamics
Vietcong: Purple Haze,2004,20042004,Action,7.4,28,United States,Coyote Developments
SpellForce: Shadow of the Phoenix,2004,20042004,ActionAdventureFantasy,7.4,31,Germany,JoWood Productions Software AG
Samurai Spirits Zero Special,2004,20042004,ActionAdventure,7.4,34,Japan,SNK/Playmore
Hey Hey We're the Monkees,1996,19961996,Comedy,7.4,7,United States,
Moonwalker,1989,19891989,ActionAdventureMusic,7.4,299,United States,Emerald Software
The Incredibles,2004,20042004TT,AnimationActionAdventure,7.4,1.3K,United States,Disney Interactive
Teenage Mutant Ninja Turtles,2003,20032003EE,AnimationActionAdventure,7.4,199,Japan,GameCube
Teenage Mutant Ninja Turtles 2: Battle Nexus,2004,20042004TT,AnimationActionAdventure,7.4,112,Japan,Game Boy Advance
Future Tactics: The Uprising,2004,20042004,ActionSci-Fi,7.4,19,United Kingdom,
Min'na no gorufu 2,2000,20002000EE,Action,7.4,15,Japan,Clap Hanz Co. Ltd.
Might and Magic III: Isles of Terra,1991,19911991,AdventureFantasySci-Fi,7.4,31,United States,
Hexen II,1997,19971997,ActionAdventureFantasy,7.4,141,United States,Activision
WWE SmackDown! vs. RAW,2004,20042004TT,ActionSport,7.4,500,United States,THQ
Manhunter: New York,1988,19881988,HorrorSci-Fi,7.4,18,United States,Evryware
Hexen,1995,19951995MM,ActionAdventureFantasy,7.4,271,United States,Probe Entertainment Limited
Dark Side of the Moon,1998,19981998TT,AdventureMysterySci-Fi,7.4,20,United States,SouthPeak Interactive
Atsumare!! Meido in Wario,2003,20032003EE,ComedyFamilyFantasy,7.4,75,Japan,Intelligent Systems
Blair Witch Volume 1: Rustin Parr,2000,20002000MM,ActionAdventureHorror,7.4,96,United States,Terminal Reality
Akumajô Dracula: Circle of the Moon,2001,20012001TT,ActionAdventureFantasy,7.4,202,Japan,Konami
Vampire Killer,1994,19941994GAGA,ActionAdventureFantasy,7.4,171,United States,Konami
Zeruda no densetsu: 4 tsu no tsurugi +,2004,20042004EE,ActionAdventureFantasy,7.4,536,Japan,Nintendo Entertainment Analysis and Development (EAD) (I)
LMA Manager 2003,2002,20022002,Fantasy,7.4,13,United Kingdom,Codemasters Software Company
Extreme-G 2,1998,19981998EE,Action,7.4,44,Italy,Probe Entertainment Limited
Predator: Concrete Jungle,2005,20052005MM,ActionCrimeSci-Fi,7.4,245,United Kingdom,Eurocom Entertainment Software
Star Trek: Deep Space Nine - Harbinger,1996,19961996,ActionAdventureSci-Fi,7.4,83,United States,Stormfront Studios
Phantasy Star Online Version 2,2001,20012001,ActionAdventureFantasy,7.4,26,Japan,Sonic Team
Rainbow Islands: The Story of Bubble Bobble 2,1987,19871987,AdventureFamily,7.4,82,Japan,Taito
Sûpâ pazuru boburu,1999,19991999EE,Family,7.4,25,Japan,Taito
R-Type Final,2003,20032003EE,ActionAdventureFamily,7.4,50,Japan,Irem
Raid Over Moscow,1985,19851985,,7.4,18,United States,
Jet Set Willy,1984,19841984,,7.4,39,United Kingdom,Software Projects
The Sims Makin' Magic,2003,20032003TT,ComedyFamilyFantasy,7.4,170,United States,
Medal of Honor: Pacific Assault,2004,20042004TT,ActionAdventureWar,7.4,1.2K,United States,Electronic Arts (EA)
Akuji the Heartless,1998,19981998,Action,7.4,45,United States,Crystal Dynamics
FantaVision,2000,20002000EE,Action,7.4,15,Japan,Japan Vitstick
Tender Loving Care,1998,19981998,AdventureDramaMystery,7.4,44,United States,Aftermath
Lionheart: Legacy of the Crusader,2003,20032003,Fantasy,7.4,36,United States,Interplay Entertainment
"'Goodbye, Galaxy!' Episode V: The Armageddon Machine",1991,19911991,ActionAdventureSci-Fi,7.4,82,United States,id Software
BoomBots,1999,19991999TT,ActionSci-Fi,7.4,15,United States,DreamWorks Interactive
Final Fantasy Origins,2002,20022002TT,ActionAdventureFantasy,7.4,175,Japan,Square Company
Power Rangers: Ninja Storm,2003,20032003EE,ActionFantasySci-Fi,7.4,57,Japan,Natsume
NHL 99,1998,19981998EE,Sport,7.4,92,United States,
NHL 96,1995,19951995,Sport,7.4,64,United States,EA Tiburon
NHL 2001,2000,20002000,Sport,7.4,82,United States,
Armored Core 2,2000,20002000TT,ActionAdventureSci-Fi,7.4,29,Japan,From Software
Rune,2002,20022002TT,ActionAdventureFantasy,7.4,38,Japan,From Software
Chaos Legion,2003,20032003TT,ActionFantasyMystery,7.4,82,Japan,Capcom Company
Twisted Metal 4,1999,19991999TT,Action,7.4,282,United States,989 Studios
Capcom vs SNK: Millennium Fight 2000,2000,20002000TT,Action,7.4,137,Japan,Capcom Company
Yars' Revenge,1981,19811981UnratedUnrated,FantasySci-Fi,7.4,75,United States,Atari
San Francisco Rush: Extreme Racing,1996,19961996UnratedUnrated,Family,7.4,61,United States,Atari Games
Tales of Phantasia,1995,19951995E10+E10+,AdventureFantasy,7.4,127,Japan,Wolf Team
Doragon kuesuto VI: Maboroshi no daichi,1995,19951995TT,AdventureFantasy,7.4,69,Japan,Armor Project
Mulan Story Studio,1998,19981998,,7.4,23,United States,Disney Interactive
Dance Dance Revolution,1998,19981998,Music,7.4,103,Japan,Konami
Shin Contra,2002,20022002TT,ActionAdventureFamily,7.4,39,Japan,Konami Computer Entertainment
Phantasy Star,1987,19871987,ActionAdventureFantasy,7.4,132,Japan,
Guilty Gear X,2000,20002000TT,ActionFantasySci-Fi,7.4,49,Japan,Arc System Works
Captain Commando,1991,19911991,ActionAdventureSci-Fi,7.4,147,Japan,Capcom Company
Golden Axe,1989,19891989UnratedUnrated,ActionAdventureFantasy,7.4,1K,Japan,Team Shinobi
Gauntlet,1985,19851985UnratedUnrated,ActionAdventureFantasy,7.4,212,United States,Atari Games
Unreal Tournament 2003,2002,20022002MM,ActionSci-Fi,7.4,834,United States,Digital Extremes
Time Crisis II,1997,19971997TT,ActionCrimeSci-Fi,7.4,174,Japan,Namco
The Simpsons: Road Rage,2001,20012001TT,ActionComedyFamily,7.4,752,United States,Fox Interactive
LMA Manager 2002,2002,20022002,,7.4,13,United Kingdom,Codemasters Software Company
LMA Manager,2000,20002000,,7.4,26,United Kingdom,Codemasters Software Company
Sega Rally Championship,1995,19951995,Family,7.4,110,Japan,Sega AM3
Ninja Ryû Ken-den,1988,19881988UnratedUnrated,ActionAdventureFantasy,7.4,477,Japan,Tecmo
Zoo Tycoon,2001,20012001,Action,7.4,265,United States,Blue Fang Games
Wizards & Warriors,1987,19871987TT,ActionAdventureFantasy,7.4,65,United Kingdom,Rare
Robotron: 2084,1982,19821982UnratedUnrated,ActionSci-Fi,7.4,91,United States,Vid Kidz
Road Runner,1985,19851985UnratedUnrated,ActionFamily,7.4,76,United States,Atari Games
Bases Loaded 3,1991,19911991UnratedUnrated,FamilySport,7.4,9,Japan,Jaleco
Super Kontora: Eirian no Gyakushû,1988,19881988,ActionAdventureSci-Fi,7.4,249,Japan,Konami Industries
Star Fox Adventures,2002,20022002TT,ActionAdventureFantasy,7.4,611,United Kingdom,Nintendo
SpongeBob SquarePants: SuperSponge,2001,20012001EE,ActionAdventureFamily,7.4,198,United States,Nickelodean Interactive
Rampage,1986,19861986UnratedUnrated,ActionFantasy,7.4,301,United States,Bally Midway
Harry Potter and the Chamber of Secrets,2002,20022002EE,ActionAdventureFantasy,7.4,2.9K,United States,Electronic Arts (EA)
Super Double Dragon,1992,19921992UnratedUnrated,ActionAdventure,7.4,100,United States,Technos Japan
Double Dragon II: The Revenge,1991,19911991UnratedUnrated,ActionAdventure,7.4,35,Japan,Technos Japan
Hoshi no Kâbî 2,1995,19951995K-AK-A,ActionAdventureFamily,7.4,152,Japan,HAL Laboratory
Spider-Man vs. the Kingpin,1991,19911991UnratedUnrated,ActionSci-Fi,7.4,100,United States,Sega of America
Mappy,1983,19831983,ActionFamily,7.4,70,Japan,Namco
Hoshi no Kâbî,1992,19921992EE,ActionAdventureFamily,7.4,473,Japan,HAL Laboratory
Star Wars: The Empire Strikes Back,1982,19821982UnratedUnrated,ActionAdventureSci-Fi,7.4,158,United States,
